source,target,score
148,12828,0.8418769521318558
148,12923,1.3851332526278564
148,12975,2.012928699882001
150,155,1.77150506059927
150,1556,1.7447666157489297
150,11031,4.022133150940943
151,153,1.7148587185757764
151,168,1.277692097214908
151,1403,0.8231652191881226
151,1409,1.0414968716831314
151,5894,1.6474228789460565
151,6003,1.586411807704105
151,8368,1.0414968716831314
151,10632,0.8881566349959362
151,12034,1.530866065256702
151,12830,1.1854248822769247
151,14674,1.277692097214908
152,1395,0.9069472978721466
152,4652,1.2022205885304496
152,12831,1.0145364097259677
152,16096,1.1177890359571363
152,16808,1.0463606218167387
152,17765,1.5932892903498082
153,138,1.003531836330503
153,151,1.1821340031753609
153,157,0.966252925102003
153,1393,6.119723694086625
153,1396,1.4623359691682571
153,1418,1.223161872386905
154,9463,0.9294476260026817
156,153,0.9913146681585749
156,1393,6.119548139477326
156,1436,0.8121075388608977
156,17618,0.8121075388608977
158,2294,1.0911149824250947
159,153,1.3342128740852657
159,1396,0.9060733293294384
159,1420,1.7317846844278484
159,1436,1.106472596968695
159,11846,0.9806890509851823
159,12924,0.8433562642914983
159,14744,1.1854248822769247
159,15727,1.0390850606998898
161,17765,0.9484038909224769
162,167,4.658643961327085
162,11031,0.8608022497307566
162,17314,1.07634920895655
163,11608,1.0000122500063464
163,13619,1.6252099781196674
163,13659,1.370768148355567
163,16096,1.0689348516128883
163,17314,1.370768148355567
163,17765,1.527751612584416
163,17819,1.8794884587131429
164,4652,0.8448414726622886
164,13660,0.8114274803200531
165,6684,0.9294476260026817
166,211,3.2126526119023113
166,1602,1.3041496926398692
167,138,1.9310170845710724
167,1398,1.4974685411425
167,6009,1.214328606060041
167,8329,2.8077385768575356
167,8337,1.0050146585260298
167,9081,0.9294476260026817
167,12831,1.0650920216800026
167,12944,1.4279727860281255
167,14793,1.6665412200977843
167,15009,1.034300957994911
167,16096,1.1723933258657084
167,16808,1.0981640739253975
168,1283,0.8881566349959362
168,1417,1.0066543975089461
168,1440,1.3232798110298947
168,8332,1.0066543975089461
168,12975,1.241310658465482
168,14744,0.8881566349959362
168,15008,1.4201715408175306
168,15728,1.1707888032925564
168,19312,2.121882411162038
169,154,3.2965370577502093
172,1801,0.9838485987354086
172,1804,0.9493753643150447
174,288,7.002986235299179
174,3746,0.9657274249642226
176,1673,0.9069472978721466
179,188,13.061064187624392
181,33,4.787577398228936
183,26,15.984576596400256
185,0,2.1366253313248915
186,3245,1.4227600255840933
186,8273,2.49249405882741
188,4,1.1332914967911865
188,1083,5.02726634212928
189,7989,0.8631385522728338
191,182,6.287984257343626
191,2725,1.9274506034515755
192,4689,1.0608010951087459
196,1983,11.227624395181653
198,746,5.4407072465508985
199,4968,4.5812903342809435
200,4627,1.2430753805208075
201,3372,1.1352978033514771
203,14489,0.9582241007604727
204,2672,11.219265910094043
205,20,4.861002228081022
205,197,3.740444060753922
205,10999,2.909937164732967
206,287,1.0225657252125337
206,644,0.989167955427843
206,3271,1.6288586671279122
206,9765,1.2601357492700407
206,14614,1.2999911047600352
210,3065,3.097671023403409
211,1467,0.9484038909224769
213,1184,1.3851332526278564
214,1341,7.878663507719138
215,91,1.6550358089361172
215,100,4.075643381257157
215,486,1.131722883817001
215,2524,1.0072434211953853
216,1176,3.416298669268508
218,1634,16.853591152436415
218,2041,2.924230631035273
219,0,2.1366253313248915
220,0,2.1366253313248915
221,308,4.795987495773245
223,1611,2.999920730332693
223,2269,3.2223510305536442
227,9463,1.040289306971913
228,820,0.8991507075714525
228,845,0.8889913849407817
228,11278,1.0179592414781644
230,363,4.413041807167038
230,519,4.553337751026395
230,563,1.8221656527609937
230,1762,2.426361645688725
231,249,4.16627178645999
231,2226,9.924171400680008
232,4627,1.242375440086215
233,734,0.8162148943101885
235,8089,7.838048173095818
236,3294,2.0326259889601443
238,13937,0.989167955427843
239,4501,2.8824345386262817
239,4581,3.0951849744950994
239,5022,4.396143189260165
239,5026,4.291659240983672
239,8068,6.152564120671003
241,3705,20.877278275252085
242,54,1.3855900533968688
242,360,0.9619628231549211
242,6424,0.8372578231853921
242,10336,4.203308284243199
242,11813,1.593408588255315
243,5004,1.1365178548948502
244,31,4.778970039478542
246,2525,0.8266905782063306
246,11966,1.318968589727329
247,235,0.8457684145123433
247,239,4.369899778702098
248,2420,4.948616494842719
248,2696,3.371984508334722
249,403,15.733385467896465
251,42,4.780934638364984
251,371,7.7805508824731096
252,807,5.537918677965737
252,1089,1.3515154157514693
255,3023,0.8500649444177881
258,12179,1.1761794235857281
259,236,3.130926790419622
259,352,1.6337841904277395
260,1589,3.8243540887608805
260,12179,1.1759589755617899
261,8090,0.8856631242964008
262,20,1.644866910784461
262,1024,8.714665893432109
263,3810,0.8694399070430657
264,46,2.1905837551864216
264,2004,4.443882655321211
264,3294,1.0523604166455434
264,14731,11.531211471460981
265,7940,4.657982869318055
265,17569,1.0463606218167387
266,33,1.1965308710966154
267,1952,1.3714344990874732
267,3294,1.0536170508897584
267,7372,0.8121075388608977
267,8045,0.9693044355833421
267,12676,0.9933327394524942
268,246,3.6900190264632524
269,6,1.0349925116035088
270,11927,1.813902725070912
271,31,2.9212133119011514
271,5165,0.9902399452921016
271,5223,0.8175294535115482
274,314,1.2009546630881562
274,1099,15.796320263709259
275,11833,3.5507879313826103
276,4946,4.521220771861392
277,2301,1.3463644211674666
279,18758,1.8432949101664966
280,2698,3.120386316570672
282,338,2.863581768508986
282,574,1.1083197350450464
282,5359,3.2175792420247538
282,13374,1.0411502352446096
282,13736,2.400251470923969
284,203,0.9709444588665685
284,656,11.141549890864225
284,14669,1.0225657252125337
286,1763,2.2717770251979688
287,0,2.1366253313248915
289,18980,2.3098974921849185
290,293,1.3598129360373763
292,489,3.2881161735468507
292,12739,2.190937686338875
295,68,1.127212932512049
296,0,2.1366253313248915
299,2257,5.02828432956956
299,2259,1.8866901490367187
299,9069,3.588790789230896
299,11023,1.1276942995099368
299,17118,3.0048251226390055
299,19453,0.8418769521318558
300,510,9.805175128229983
300,4741,10.060349006541536
301,310,2.08272472140966
301,1941,1.164496880112011
301,2266,3.062155676936157
301,4392,1.6482825382496962
302,7269,0.8463326165242187
303,3291,5.408006443233305
303,3883,2.358475132303248
303,7488,0.9202942061029667
304,484,3.639539096634856
306,19564,1.2091030949307826
308,2696,3.211677253382913
308,3044,2.8157623960244913
309,2081,6.8719721915801415
310,3,1.4668187158458876
310,6615,1.4675786322387263
310,9148,14.971797431621603
310,15586,0.8694399070430657
312,293,4.313086938268306
312,5725,0.8245712956179407
314,8897,4.658032575798334
315,136,8.69555759667909
315,4409,10.338399655655314
316,104,1.2999911047600352
316,8879,4.576947725074767
317,1632,0.814155405714119
320,574,2.0721307553044355
320,1965,4.9909843057829715
320,2313,0.9008948911688816
320,2316,5.322131386444041
320,2320,1.407669181156521
320,3104,1.4034944143892147
320,4399,5.277893790208909
320,5366,2.4828881129801843
320,5683,0.9040097526246872
320,7327,0.8197448454365153
320,7511,1.5217177309796772
320,10437,2.1050737729794102
320,11024,1.5195776178348543
320,11536,1.3345799609330387
320,11853,4.969963596746694
320,12377,1.5708582206269774
320,16548,0.9051965952893097
323,1561,1.0449640831192961
323,6120,3.2072480002730264
323,8525,0.8367689569205373
324,2,1.922337985733877
324,170,1.1174191933313329
324,266,2.1961423576292867
324,350,5.618561142538693
324,625,1.546603482310165
324,5087,0.8694399070430657
324,8174,1.0463606218167387
325,203,1.4663570491589064
328,1021,1.26284138624021
329,338,3.0881689135077033
329,2698,1.1017737283188689
330,3973,1.8784549269191262
332,37,14.187745454340815
332,126,2.0312339350464463
333,307,2.5721352236302666
333,5702,0.9777673510945748
334,5115,0.8245712956179407
336,0,2.1366253313248915
337,2,1.463017558908318
337,48,4.2396210528112315
337,178,0.871355239146374
338,574,1.2030412476926908
338,1604,0.9609891836735623
338,2581,1.6453327530126995
338,2598,3.175333362768847
338,3390,4.542151625567175
338,5114,1.5590858432413037
338,6778,4.410545786231132
338,16547,0.979761917262377
339,4409,3.5195507504943664
340,231,5.349680114734432
340,293,1.3314294248709098
340,5088,7.739848624601651
341,1755,6.119034400095618
341,12179,0.9084738972575552
342,412,0.8670646482809135
342,1008,2.1366253313248915
343,314,3.7913759735014985
345,5359,1.189868272303306
349,1338,18.059378090333666
350,5508,0.9995696219766388
350,11577,6.41803817648035
351,11431,4.055464925283924
352,674,1.8621004701732198
352,1715,1.1291173006317465
352,1825,0.9622189658985044
352,3016,2.3337432047116824
352,5914,0.8856631242964008
352,6033,4.280483077010501
352,8351,0.8856631242964008
353,1829,2.0479881626983376
354,170,1.3585697093879237
354,251,3.308061104200868
354,746,2.2536522921157864
354,12638,3.4948758328276766
355,20,0.8587125764488444
355,356,5.2617914175028035
356,20,1.358574896600627
356,1664,1.0463606218167387
356,4628,0.966252925102003
357,170,2.3282780545090325
358,5683,2.682346121504604
359,756,1.6793185737155585
359,3924,2.138250183134035
359,4102,6.36795966507023
359,5413,2.187204523021132
360,2233,1.3281811864443616
360,4362,1.884540645680232
360,5104,3.392381099298031
360,10978,3.1196909266623414
361,486,3.2222934675710206
361,2524,1.2444737276201552
362,329,2.2324447852490175
362,5845,1.9190440048968336
363,246,1.9716553740905534
365,4037,1.7382273079002668
366,61,1.6473047630451905
366,87,2.3202210192508383
366,123,1.1919819334322737
367,443,1.1459345250753437
367,8447,1.9502321631752415
367,12679,8.972198240371142
367,12911,6.560448607500367
367,16768,3.6568793096057544
367,18688,6.957522037168811
369,20,1.5913461193681948
369,1952,1.7421456095193966
369,12676,0.9941256452839882
370,249,1.69454451735093
370,351,6.676576456384881
370,3313,1.9805696558245611
370,3397,1.1427180741613154
370,4374,3.9105923842164207
372,3026,3.2028363327227654
373,10421,7.884205020831417
373,11390,7.555010922199301
376,3733,4.443951487315983
377,15939,11.109814893499658
381,7913,11.294865577265487
383,8962,0.8554063715377487
386,353,1.3321519360423912
386,8254,4.326830682546898
386,8525,2.3627568046134146
388,362,0.8823632637970434
388,11806,0.8647041241473231
388,15259,0.8162148943101885
392,1586,3.802007744921832
392,5011,7.854294725415692
393,2010,2.794292973451218
395,1055,0.9319076233116907
395,1332,2.1882135294064238
395,3588,1.042862092137565
396,0,2.1366253313248915
399,1763,2.4587938425695186
402,2967,1.126461358422531
403,120,3.382671814692862
403,2442,1.4592241498517873
404,3733,0.8531172874248373
405,11260,0.9484038909224769
406,4198,14.276512416794784
409,2429,1.2999911047600352
409,3728,0.8175943976710158
409,4389,0.9388147059447632
409,7390,1.0225657252125337
411,770,3.902327868481164
411,821,8.038448465159556
412,3285,1.3851332526278564
413,60,1.190005949616061
413,422,1.8161684179102022
413,805,7.55541334351787
414,410,15.988902787551961
415,59,5.623465039097681
416,3039,0.8224642015697962
418,58,4.930128943390891
420,58,13.292783568043543
420,504,1.1968853948679021
420,3316,1.218025534537896
420,3884,3.2838108003852753
421,180,4.886416822643975
421,10761,0.8694399070430657
422,484,1.4731791489307693
422,980,1.402042757833027
426,106,18.223777830042835
428,261,1.2073734487834764
428,438,0.8238675824337349
428,488,1.2897367583252701
428,499,0.8478297355246224
428,882,0.8087199583622894
428,10440,5.262594619586364
430,59,15.846154981066245
430,4627,2.1858025848887994
431,9300,7.8126470381571185
433,60,1.4715632132550727
433,805,4.657639990151394
436,256,2.655804877523868
437,1870,18.066638880691315
439,84,2.6876290487667602
439,542,14.818965989745948
439,590,2.476305515598447
439,805,5.551903851420273
439,2439,2.7583831534768897
440,6523,8.336990231714712
442,3853,1.1323337669669589
442,8848,0.9765131088851567
442,9453,0.8316836365610067
443,5356,1.0737715261166452
443,10356,2.970380669274852
445,3432,11.099044737939646
447,4265,10.800037449430139
448,6867,4.7026816178368085
449,12150,0.8162148943101885
450,7742,1.9403139623999495
451,441,12.609293654828205
451,1612,12.696279524250098
451,7831,8.039406003026004
454,1887,0.9785958609807742
456,5355,0.8815955895043348
457,1257,1.3613961220877595
457,1617,0.8389358611366182
457,2852,1.051278706570993
457,3088,1.2160827536783327
460,1454,0.8396689542555092
462,525,0.9622189658985044
462,1121,0.8121075388608977
463,314,2.332482551189795
463,1176,2.3342410464264556
464,764,0.8162148943101885
465,498,0.8531172874248373
465,1532,0.9157951015128368
466,590,1.4594060454040678
466,5852,0.8329419851963554
470,492,1.034300957994911
470,1322,1.0587599483647145
470,1383,1.0981640739253975
471,251,4.309477102252847
471,876,4.373985763165143
471,6441,6.202279278153359
472,3873,1.9382663087985514
473,60,9.947845187097164
473,3421,0.8694399070430657
473,5708,0.8694399070430657
475,191,0.8840096693215209
475,470,0.9672675982521223
475,1383,0.9294476260026817
477,4588,0.894885416201343
477,6104,0.941667744037636
477,8495,1.055003539447398
480,721,7.454094120049881
482,1740,0.8694399070430657
485,1388,0.8418769521318558
486,474,2.8574226327138756
486,481,1.7760655999168953
486,2524,7.413273782200111
486,3778,1.2678646730398355
486,9592,1.7065548483895758
488,499,0.902596751138951
488,1302,0.9517340700936251
489,2653,1.485775756308926
489,3074,3.3670075731454157
489,7957,1.740411339185362
491,0,2.1366253313248915
492,776,1.0319284273497267
492,1322,0.9426232388186636
493,1845,0.9582241007604727
494,1136,1.2425744521172934
495,3416,1.126461358422531
495,5458,1.6143885635226867
496,28,0.8742352465544965
496,1760,1.1821340031753609
496,2179,1.2563146128943685
496,6684,1.496571555251933
496,8253,1.7317846844278484
497,231,3.337065915963668
497,3746,3.008210944767267
498,737,2.983752600020759
498,5708,8.442280624603042
499,78,1.2267394714490358
500,473,1.979539218421417
501,132,1.5386545776641494
502,60,1.4652051761210119
502,473,3.4850076708428688
503,3249,4.658625333269594
504,2040,2.1440995902771993
504,9755,2.5736615034786583
505,672,0.8694399070430657
507,566,3.7276236997392074
509,2940,1.061281984445003
509,2967,1.126461358422531
509,5708,0.8694399070430657
510,484,2.661373549179754
510,4245,9.284637950994561
511,3966,11.15558993836277
512,2450,0.8288221673209074
512,6109,1.0767207919233919
513,2598,0.9171549976909986
513,12602,6.838569054761255
515,6521,0.9622189658985044
516,1029,1.4292086805733195
516,3746,0.8874134638299427
520,60,1.6352357872311536
521,5641,0.9632237658056627
524,2246,9.555540618445495
526,716,0.8577094529701974
526,3274,1.223161872386905
527,5278,0.9008699405190045
527,7633,0.9582241007604727
527,8578,0.9582241007604727
528,3372,1.5894481396180882
530,182,0.8840096693215209
530,467,0.8734318344509931
530,525,1.0088916331125168
531,1040,1.582170135608063
531,1697,1.8458160920814155
532,1195,5.005904607236335
533,4463,1.250636060577099
534,18758,1.3851332526278564
537,2524,5.36925241623594
538,2246,1.744153543923225
540,1675,1.852593643177826
542,3294,1.524599236281505
543,8029,8.336551577301538
544,554,7.866830993751181
544,780,1.2001343771489523
545,1952,2.7444204756040578
546,443,1.7363909597684415
547,12136,4.029182555748675
548,568,11.38312990224275
548,12973,0.8162148943101885
548,13886,1.1443036142159821
550,1600,7.739841809748665
551,1106,1.2770956580366264
551,4594,7.55615237514633
553,305,4.243058422550652
553,2598,1.2696266678632981
554,780,1.8146911121863756
555,1866,2.5741911049003345
555,10368,3.1904326500549627
556,9465,0.8217645252866994
556,12969,0.8627669693059918
556,12973,0.9622189658985044
556,12979,2.845307830481403
558,556,1.0754137303658045
558,567,1.034300957994911
558,9465,1.474311476325361
558,12203,1.1367868652969295
558,12969,19.49193430670605
558,12973,1.6983541241382623
558,12978,1.034300957994911
559,10754,0.9945553514619854
562,3023,1.410072812812722
562,17329,1.4305972456215783
567,320,1.9900626328826911
567,3313,1.8535219588535126
567,3397,2.189262797725932
567,12969,0.8241997126510988
568,12477,2.325412524809325
572,567,0.9785958609807742
572,10442,0.8245712956179407
572,12474,1.1628455095180346
572,13871,0.9913146681585749
572,13886,2.1825425838007018
572,14765,1.0463606218167387
573,4413,7.78156877794818
574,320,4.751975227346297
574,2084,1.4757620228465393
574,2581,1.447476461954487
574,3158,1.5993718132737413
574,4214,2.3809611196744163
574,7655,1.240134753165772
574,10978,1.1569008929610307
574,11853,0.8446422224485485
574,16044,1.6143220181142648
574,18285,1.7026131433679423
575,246,2.6178585193652135
575,3303,7.922430899361382
575,3304,1.9514114816285717
575,3305,2.2146530857106685
575,3925,0.8831855885120422
575,8200,0.9761116841090431
576,546,1.6704338244841965
576,6821,1.515453095006094
576,13503,2.052021567040365
578,0,2.1366253313248915
580,0,2.1366253313248915
581,12450,0.8418769521318558
581,12479,0.9622189658985044
581,12482,0.8974389970275747
581,12985,1.0066543975089461
582,1323,1.0463606218167387
582,3349,5.956291754505521
583,4689,0.8684929066983793
585,100,2.3120710052038596
585,3247,3.581559832290237
588,2308,0.8245712956179407
589,56,0.8471972096777315
589,100,2.298074494605078
589,585,6.272890367513234
589,3247,3.2127164261254166
590,2742,4.41340031597801
590,2969,12.608464179947342
591,60,0.9555352690013657
591,420,7.7514291444562735
591,1915,6.701040328140999
592,324,3.081694711251946
592,413,1.4781826345580908
592,422,2.905121682380227
592,2698,2.9905790026249712
592,3392,1.708505715977726
592,6261,3.2041088164865306
594,7633,0.989167955427843
595,4805,7.556472464823689
597,235,1.3289120364499585
597,5344,1.1470434342483422
599,1171,5.3447988275588205
599,5087,0.8694399070430657
599,8588,0.9945553514619854
599,8589,0.8352919779291833
601,170,3.473039473356474
603,130,2.675020768089093
605,1526,5.815926943053851
605,9014,1.0283937021140532
607,170,3.746430314317118
607,11386,1.5798426492793758
608,5504,1.0237250634416624
608,9463,1.8185317656257411
617,67,4.421723242975631
619,978,5.150832882282615
619,1075,0.8463326165242187
620,1289,0.9202942061029667
620,2370,0.9484038909224769
620,10775,0.8463326165242187
621,6124,4.244826709119693
622,3024,0.8991507075714525
623,1350,1.9752747079078559
624,1354,4.33537432031018
625,737,3.2722644252936273
625,2940,0.9202942061029667
627,826,5.405066320112654
628,1078,1.1177890359571363
628,2047,4.283646699329555
629,175,15.729807221165592
630,483,2.068988029335722
630,13291,0.8478297355246224
631,1829,1.4724176142030585
631,2064,2.318906340286354
631,10735,1.2011622827711228
634,6,1.2982430549366044
637,615,11.02468394242076
637,1555,4.805133703933804
638,6487,1.2303428361441802
639,12150,0.8840096693215209
641,1040,2.984223496545196
643,31,4.245525148536452
645,68,1.0693354724016577
645,239,1.8811784678986871
645,1818,2.6783500881228495
649,535,1.0927076635809447
649,1867,1.0475850097676023
649,2323,1.5830014398145171
650,128,1.3386684412500072
651,537,1.833683397533586
652,1367,2.4873198357821202
652,3675,14.47385994524221
652,3706,4.130589617393782
652,15635,0.8577094529701974
653,597,10.946345198984123
653,660,13.667916000185647
654,4223,1.5830014398145171
654,16690,0.894885416201343
656,203,1.4132469784567028
656,599,0.9202942061029667
656,4625,1.0111406312217956
656,5087,1.126461358422531
656,8174,1.343122811664194
659,3023,1.4097379110732624
663,2036,2.359956070206153
664,6357,11.137539086318322
666,596,8.359512112608247
667,317,1.9527240178369305
668,770,2.721323620989591
668,2666,3.5344520830035506
669,1115,4.676261645125416
671,1329,1.8900994645656701
674,3834,0.9313036855193112
675,594,4.657521530238926
677,483,1.5424644655354764
677,6052,1.370768148355567
678,31,4.2456945216651345
678,660,1.3668448039243006
678,2672,3.7525012556519903
680,4361,4.67711679328423
681,67,1.1203557307967487
681,789,1.1967165311048147
681,3864,11.057767058390363
681,11770,7.889495804751321
683,170,2.389225305448588
683,3315,0.9299257535981593
683,5224,1.2917715966483276
684,647,3.617695616401926
684,1062,1.6572789590847772
684,1098,1.1052092210791131
684,7691,2.792027785488663
684,12304,4.125163173851646
685,15702,1.0134014952850499
685,17942,0.9397634863703758
687,6496,3.909167705844641
689,1187,2.1880931770096046
689,1651,3.209094932270758
689,2578,4.359051165336718
692,56,1.6609056810208531
692,1038,1.0642246336366443
693,126,2.8401462297039326
693,1762,3.9090981660580537
694,483,1.4658754532190592
695,12622,0.8463326165242187
697,56,1.0387688706933678
699,2273,1.3598108635824935
700,13486,10.799617559275248
702,703,0.9294476260026817
702,2589,1.3660620545201978
702,2592,1.1412825255258119
702,8082,1.2999911047600352
702,11328,1.0587599483647145
702,11329,1.205649838975535
703,1533,0.8478297355246224
706,4980,0.8266905782063306
707,12683,3.552153223211547
708,737,3.0183801384941082
710,5161,1.1443036142159821
714,740,1.1050773612273357
714,863,1.1488717350434305
714,907,1.006800209823991
714,985,0.8459610335573767
714,1804,1.0283937021140532
714,2001,1.1723933258657084
714,2740,1.589102786122942
714,2741,19.366656994308578
714,4391,1.4974685411425
714,4709,1.54348734993164
715,1746,1.3613961220877595
715,6351,1.3125667073642795
716,711,4.362846796255517
716,712,0.8742352465544965
716,910,1.0625483820442398
716,1815,1.0846437077492785
717,737,1.495094246163804
718,0,2.1366253313248915
719,1952,2.5789532721338033
720,526,0.8991507075714525
720,649,1.0927076635809447
720,735,1.4630683537758247
720,1663,1.2678646730398355
720,3315,1.4319558168811772
721,1176,2.3343630635469315
721,2594,0.8252763630714123
722,11439,8.017775969656816
723,863,0.8508420593935181
725,525,0.9202942061029667
725,530,0.9202942061029667
725,3808,0.8577094529701974
725,4393,0.9945553514619854
726,1452,0.8217645252866994
726,1752,1.740411339185362
726,4922,2.038768710785573
726,5688,1.8955785230471969
727,5818,0.9582241007604727
727,5852,1.9833241525245633
728,491,1.7443520265263874
728,865,2.940903651696272
728,1492,4.888019586472868
728,1669,1.1373314415279079
728,2970,2.332460396449124
728,2995,4.55942395409843
728,3400,1.4134484667550784
729,619,1.2450202469662888
729,801,1.5932892903498082
729,978,1.0910699948081726
729,1739,1.6143885635226867
729,2752,1.1170566513495688
729,5852,1.320894891892619
733,60,1.4730229302774538
735,2,2.7819459038180923
737,416,10.472139228435113
737,880,5.732497665167217
737,907,9.226776922653958
738,1815,0.8463326165242187
740,714,1.126461358422531
740,1327,1.3168260272042989
740,1594,0.8418769521318558
740,1804,1.1821340031753609
740,2740,19.76530967513475
740,2741,1.6102020592958206
740,4709,1.7580039131610166
740,5751,1.0319284273497267
741,2262,1.000336805722958
741,7574,1.1046043717197835
741,8476,1.5371025172946955
741,13306,1.315434993504213
742,0,2.1366253313248915
743,578,1.056049241502607
743,739,1.9737592169804448
744,5013,0.8316836365610067
744,6273,6.640264042854663
745,7098,1.5339967234259422
746,8606,1.18873817061121
747,314,2.1053318281470075
747,1664,1.5932892903498082
748,11439,8.053503526118297
750,491,1.0390850606998898
750,506,1.2125806378127097
754,8490,1.3364265469844105
755,1081,0.9331683561054493
755,2660,0.8678547564637924
755,5818,0.8389358611366182
755,13331,1.2999911047600352
755,17120,1.0562521453273472
755,19782,1.0562521453273472
756,3588,2.0947599175406313
756,16041,1.0000122500063464
758,132,1.5895930868686614
759,521,1.3655405553467934
759,736,1.2117827925000682
759,1302,1.1058381712954621
760,737,3.2076021067514175
761,486,3.3113582329616422
761,2524,1.0053593323384402
763,542,3.3296744370794302
764,6365,2.599613723795322
766,46,3.9228453423505494
767,3372,2.0322266709496293
768,3294,2.0325681108135893
769,1176,2.334514006808877
769,1804,0.9493753643150447
